bug.id,revision.id.buggy,revision.id.fixed,revision.date.buggy,revision.date.fixed,report.id,report.url
35,cfab1e4fa19755d65de7b81206d86f9e98622d8e,04babff3798680e012646988841bcc710a9e3c54,2012-09-27 12:46:42 +0000,2012-09-27 12:56:19 +0000,LANG-818,https://issues.apache.org/jira/browse/LANG-818
36,bb8164bb2c59e42f5858f55af00f7968528fce94,62d5c0eecbb3af921c857b9ef3ed0a9e95fb4dee,2012-09-25 01:01:50 +0000,2012-09-25 01:07:01 +0000,LANG-826,https://issues.apache.org/jira/browse/LANG-826
37,192b1e1b6b96da05cb000b2c89b71467cbfaf245,ad72b9f2bf37bd61af18bde67c1622d90a5d8766,2012-09-27 00:02:58 +0000,2012-09-27 00:09:15 +0000,LANG-831,https://issues.apache.org/jira/browse/LANG-831
38,ad72b9f2bf37bd61af18bde67c1622d90a5d8766,65a6458eaa2e1f88278e4bb5753a68bd825e3a80,2012-09-27 00:09:15 +0000,2012-09-27 00:55:31 +0000,LANG-832,https://issues.apache.org/jira/browse/LANG-832
39,f5a83bb90cf7b318ac72823e6b99d01d060abe41,52bcd9b8e82d4d1d287b0d75df1e161aff8c65ab,2012-11-13 13:21:37 +0000,2012-11-20 20:45:50 +0000,LANG-857,https://issues.apache.org/jira/browse/LANG-857
40,bc255ccf5c239666ab54e5a31720d3f482ae78eb,4d46f014fb8ee44386feb5fec52509f35d0e36ea,2012-12-17 12:29:12 +0000,2013-01-03 06:19:52 +0000,LANG-865,https://issues.apache.org/jira/browse/LANG-865
41,8b494b784dca4de7d79c58e0f00dd4756c04cf89,dcde57852a97a9ac8021d2440b3de5be4870ecf6,2013-05-30 16:36:11 +0000,2013-05-30 22:12:41 +0000,LANG-879,https://issues.apache.org/jira/browse/LANG-879
42,8ef33a43ec0bf8dc9889467fa629dff185378912,03b4f61f142fad60772c19be96253c45b4ad27ab,2013-05-07 07:05:20 +0000,2013-05-16 21:09:07 +0000,LANG-887,https://issues.apache.org/jira/browse/LANG-887
43,4fc5c6b35c1ca02fb0e876d54342c66196aac846,70b3504b9fe03f267ce0f97c6ff21de5f5fbd2f3,2013-10-24 21:23:40 +0000,2013-10-25 08:19:29 +0000,LANG-905,https://issues.apache.org/jira/browse/LANG-905
44,e42dad3901e2fd6dcb0388bab79719cb0071187f,8ea0c0284810bd6ec00f608be31abd20dbd4b72b,2014-01-11 11:56:00 +0000,2014-01-11 13:06:36 +0000,LANG-915,https://issues.apache.org/jira/browse/LANG-915
45,a93703d002bc4850e7adcdfc9b51664fca7b8836,be370cd0ef134bb44fde733e4ee91661a012dae5,2013-10-24 20:07:24 +0000,2013-10-24 20:54:34 +0000,LANG-917,https://issues.apache.org/jira/browse/LANG-917
46,a01e450694ee3d6049dd637ae700f36d173d6463,aadbea734d78e8d535d3a5837643336ca1384bd2,2013-10-15 06:56:42 +0000,2013-10-15 18:31:40 +0000,LANG-921,https://issues.apache.org/jira/browse/LANG-921
47,3a8595f1a57759044be301fc76a2300b7f2efe66,8cd2339a9788cf2c6e44b6761d3a19259fbe1df3,2014-01-21 18:45:08 +0000,2014-01-22 08:19:22 +0000,LANG-936,https://issues.apache.org/jira/browse/LANG-936
48,cbeb45b243897dd974978ac339c40c2915b638d1,bf6ee5c56eb32bb572c240d765d542c048ec9565,2015-03-14 12:27:19 +0000,2015-03-14 12:46:02 +0000,LANG-948,https://issues.apache.org/jira/browse/LANG-948
49,5a509030a946646780e963b9f492a4eaff734116,9397608dd35a335d5e14813c0923f9419782980a,2014-02-11 02:34:36 +0000,2014-02-11 02:53:03 +0000,LANG-971,https://issues.apache.org/jira/browse/LANG-971
50,159415855d06d186e86a70f3d4aba8c2e96d4b34,5a509030a946646780e963b9f492a4eaff734116,2014-02-10 20:24:56 +0000,2014-02-11 02:34:36 +0000,LANG-972,https://issues.apache.org/jira/browse/LANG-972
51,408462e80d57be420c153b67f69110e27776d4eb,ab1424015085472b2d3865668e370aec8a102331,2014-02-12 23:27:47 +0000,2014-02-15 10:35:35 +0000,LANG-977,https://issues.apache.org/jira/browse/LANG-977
52,8d360ae70732ae26d961f76da5a98c44ac5931c6,aadd8e172eb22fb593fbaa454075677656fad111,2014-03-03 21:36:16 +0000,2014-03-03 21:44:15 +0000,LANG-981,https://issues.apache.org/jira/browse/LANG-981
53,ddc06197e4c9cdd009ba2a039dca77099797c584,cf4138d7bc1a892295ccd58ea8b42f7c8737239a,2014-03-01 16:11:01 +0000,2014-03-03 21:10:40 +0000,LANG-984,https://issues.apache.org/jira/browse/LANG-984
54,66a37174a0398d76ff95904c22e77bc65890eec0,80bd3fdb42a5d816ded9d9111c7dac3ce57c3101,2014-03-04 17:15:06 +0000,2014-03-13 21:40:26 +0000,LANG-987,https://issues.apache.org/jira/browse/LANG-987
55,d99f581745097c9562f1d701a6da66cd81a550f2,fbb0f7f88c84001e0a92dae6a71b7e43bda65a56,2014-04-10 13:20:28 +0000,2014-04-11 13:28:30 +0000,LANG-995,https://issues.apache.org/jira/browse/LANG-995
56,2aae22de23bf47566700c0ca2671d25e30c4a857,22b6781a0b96418198dc9146e5191e51d381102f,2014-09-27 17:33:00 +0000,2014-09-28 10:11:17 +0000,LANG-1000,https://issues.apache.org/jira/browse/LANG-1000
57,45a6467088a08e447d7f2983551021b91c70ab49,2367948a0f7bbcf42cb3ef9d97216319a526d3eb,2015-03-01 16:48:22 +0000,2015-03-01 17:59:34 +0000,LANG-1061,https://issues.apache.org/jira/browse/LANG-1061
58,21201210e254fc7d73fa646f28ce786d94fa2d28,0162032aa4ea1084e4bccbce6fbfc48ae4b0cc48,2014-11-23 00:38:35 +0000,2014-12-03 01:35:22 +0000,LANG-1072,https://issues.apache.org/jira/browse/LANG-1072
59,e5a3039f7a1e727fca40db7357a9191b6a7cf41d,4a2cc4f5da0fbf9552d2b35aa457de64c47626b9,2014-12-13 02:00:18 +0000,2014-12-14 18:22:06 +0000,LANG-1073,https://issues.apache.org/jira/browse/LANG-1073
60,3181b407668fa09b83ff80126b5abdfc4074ab9a,ffc38b1f3b35ddfadb942240b9d2f933ec83d1be,2015-01-23 08:10:41 +0000,2015-01-23 08:25:43 +0000,LANG-1081,https://issues.apache.org/jira/browse/LANG-1081
61,61836183b1d84a18dbcc084d1f41bcecf752f9fd,45a6467088a08e447d7f2983551021b91c70ab49,2015-02-26 08:13:58 +0000,2015-03-01 16:48:22 +0000,LANG-1087,https://issues.apache.org/jira/browse/LANG-1087
62,6ec90c452fb1af67ede5720822d4503600522ff4,7c8443f66c1a1852d31a4f3b9f096e5eecef5eb5,2015-03-02 16:10:35 +0000,2015-03-02 16:29:45 +0000,LANG-1089,https://issues.apache.org/jira/browse/LANG-1089
63,1f75a8f7cc28fef663eaca75e831c9da11ea2b0e,8aa1b44ada759e7948f87f55bb29ab87b5eb5469,2015-03-13 18:18:59 +0000,2015-03-13 20:29:06 +0000,LANG-1092,https://issues.apache.org/jira/browse/LANG-1092
64,cb83f7cb31e50f265e098c5380b3f0051e257f46,bea1ae92aa52a985f8c171c6e17ff7fc4aa61fe4,2015-04-30 16:11:21 -0700,2015-04-30 23:19:38 -0700,LANG-1116,https://issues.apache.org/jira/browse/LANG-1116
65,e2ec4f2fdb2bb8d97f64a33e9ac288d52854a530,fc73151cfca36ea2641f340700dbe339b9e1f103,2015-05-05 17:03:19 +0200,2015-05-05 17:17:40 +0200,LANG-1131,https://issues.apache.org/jira/browse/LANG-1131
66,cc1aed9bdf196403c673a886bbf723101171a9bf,421db380d060e9f037a8ecbc446c414efaa6923f,2015-07-15 04:02:49 -0700,2015-07-19 08:25:45 -0700,LANG-1142,https://issues.apache.org/jira/browse/LANG-1142
67,529964961fd1575013297bc6d4db4528133ee371,06b7cd3a31c4565ceb0a127273ef800a3d084caf,2015-06-12 17:06:46 +0100,2015-06-12 23:38:27 +0100,LANG-1147,https://issues.apache.org/jira/browse/LANG-1147
68,40134ecdb327d1b82936f7ee3fa925b7b181c726,52b46e74dd29eb3eb65a593a872fd57694bc154c,2015-07-08 03:20:19 -0700,2015-07-08 04:15:58 -0700,LANG-1152,https://issues.apache.org/jira/browse/LANG-1152
69,fad946a1d79486c5118a596e8ac67ef7d5189070,6849dfc8a660bf8c95354520a2fa1283c9b3aa43,2015-07-25 03:06:15 -0700,2015-08-10 21:42:21 +0100,LANG-1162,https://issues.apache.org/jira/browse/LANG-1162
70,7e85d1cf54b1e467607a0019b56f91577ebe2e4f,13cd4e0ac3ab76a4dc091eda457f9a111727cba2,2016-07-31 17:57:50 +0200,2016-07-31 18:02:38 +0200,LANG-1190,https://issues.apache.org/jira/browse/LANG-1190
71,15e1ea2f4e5affe377fc303c1f637a73e3fbe625,d75fe46b8f1b0d5c27887052ee4714d6a9c7ea4b,2015-12-09 18:00:37 +0000,2015-12-11 13:41:22 +0000,LANG-1193,https://issues.apache.org/jira/browse/LANG-1193
72,43a9bab8c010d66744ae02b2d26020a946235202,c35a04102274b330aa833030c15f722b00062812,2016-06-03 15:59:32 +0200,2016-06-05 15:39:12 +0200,LANG-1199,https://issues.apache.org/jira/browse/LANG-1199
73,ac1c341558ae3139a5c1eb07bf148230192d6f57,c99a787752770b8952297e24e07bd404cb2f4f74,2016-04-24 00:31:14 -0700,2016-04-24 00:44:48 -0700,LANG-1202,https://issues.apache.org/jira/browse/LANG-1202
74,38bafd283f2e5fed8ca33dcf1aac8e4bdf54450e,3c92830ec51fb6b6e9a7ca2fb8fda324cd33e48a,2016-04-22 23:34:13 -0700,2016-04-23 20:02:59 -0700,LANG-1219,https://issues.apache.org/jira/browse/LANG-1219
75,ed14537b802be2bce96c8d5a0e056daeb6f11b0c,7e85d1cf54b1e467607a0019b56f91577ebe2e4f,2016-07-31 17:49:16 +0200,2016-07-31 17:57:50 +0200,LANG-1226,https://issues.apache.org/jira/browse/LANG-1226
76,f13d18cff3f0932e727dda04bf80008fc2fbbc70,f643b4fa939e89348618ddffae20a804f4461363,2016-12-12 15:25:18 +0000,2016-12-14 06:27:04 +0000,LANG-1286,https://issues.apache.org/jira/browse/LANG-1286
77,8c1a0d2ee1433681958809b4a0fede65f62936e6,a08ec31dbf212a033953dc6916a743dccbb93e37,2016-11-30 21:01:52 +0100,2016-12-01 19:28:28 +0000,LANG-1292,https://issues.apache.org/jira/browse/LANG-1292
78,30c85ad05363767deeefee577063c2c432b971d4,1661e5519c4836a5a940b13b7797263443156fc9,2017-02-16 18:59:01 +0000,2017-02-17 17:32:32 +0100,LANG-1311,https://issues.apache.org/jira/browse/LANG-1311
79,05e18cc5c18b820b6f57c1cb823ad2c7fe513581,7587431987258e94748d5f2fda1e6ca049a21600,2017-05-17 14:27:20 -0400,2017-05-19 20:44:28 +0100,LANG-1319,https://issues.apache.org/jira/browse/LANG-1319
80,05d9518038ae8d2ac9f11b91b731f47b909a9bad,cc94767e7eabdfcf9d1cab1d8d1d8556864394c6,2017-07-28 17:31:18 +0200,2017-08-21 15:28:01 -0600,LANG-1350,https://issues.apache.org/jira/browse/LANG-1350
81,f5a9effebd7209f3fa5385f18a5e59e8a09122f2,c614fbcc79615f93d2c60a153db6e82d7474c425,2017-12-21 16:01:21 -0700,2018-01-04 09:15:08 +1300,LANG-1374,https://issues.apache.org/jira/browse/LANG-1374
82,362dd935f84ef80b13cced13a74339e42c775809,e7d16c27629722a93a9d36a0b5e0a3a793850544,2018-05-09 08:47:25 +0100,2018-05-09 17:28:19 +0100,LANG-1395,https://issues.apache.org/jira/browse/LANG-1395
83,e7d16c27629722a93a9d36a0b5e0a3a793850544,3fadfdd69f4682f05563ce53e55743f55813f488,2018-05-09 17:28:19 +0100,2018-05-10 12:08:07 +0100,LANG-1396,https://issues.apache.org/jira/browse/LANG-1396
84,bd4066eba88a772c06394d818d87aedca8bea53c,09ef69c5b51115300da6df43690cd455d83c8027,2018-05-17 23:18:45 -0600,2018-05-18 17:44:37 -0600,LANG-1397,https://issues.apache.org/jira/browse/LANG-1397
